Title,reviews,stars
Very rude customer service rep named…,"Extremely high interest rates, not very lenient with lending amounts even though I have multiple sources of income.  Also, did not receive the funds in the designated window, so I was forced to pay a late fee on a bill that I should have been able to pay without a late fee had funding arrived when it said it would.",1
New Manager rude impatient and talk…,I have never had problems before and I have been with you all for awhile and I went into the store ..the lady behind the counter says how much do you want ? Me: what I had last time ..HER : well what did you get as she rolls her eyes ..ME: I said I don't remember HER: rolling her eyes and making facial grimaces ..So she final tells me what I got last time and then she says you want cash or on your debit credit .ME: I'll take cash ..HER : she opens the cash drawer looks it in and SLAMS the drawer shut ..So she ask to see my bank info ..I have my phone turned towards her to show her..she says I'm not ready for that ..so we get near the end she asked again if I wanted cash I said yes ..she then opened the drawer for a 2ND time and slams it ..then says we'll I have to go to the back and get it ..this lady is rude and her face shows it ..should not be in customer service ..if she is there next time I won't be back ..When she told me she needed to see my bank info I said I'll have to go get my phone and I almost left and wasn't going back  in ..but figured I would give her the benefit of doubt ..big mistake .,1
the interest you charge is way way too…,Didn't help me out at all wasted time and gas to go try to get money so no good for nothing,2
Only reason for the 1 star is there…,I have a good paying job and when I got a loan from advance america it was only $151.00,1
loan repayment,Horrible Customer Service! Will never return my business to this Company Again! They treat their return customers terrible!,2
I dont even have a star to give…,"I sign up for a payday loan and you take it before payday, I don’t understand why",1
Do not do business with this company!,"Changed due date after signing all papers. Due date went from 10/22/21 to 10/1/21. They have ignored all my attempts at communicating with them. It's one thing to agree to something, it's another to amend that agreement after signing.",1
Y'all shorted me $100 on my loan,"Ive been with Cash advance America for almost 2 yrs when i stayed in Missouri and my line of credit went up to $2,000. Payed it off moved to Kansas, and tried to apply again. They had to run my credit again, only to start me at a lower limit. Very disappointed.",1
Short term loan,I like going into the office more they are able to extend my loan to my actual pay day where you people who run the hole system cant seem to get it right. I have done business with yall for 16 years and always have paid this month when I pay off I probably will find another company to go with.,1
Usually I have a quick process but…,Advance America is the best nice peoples and i thank you all,1
Crazy slow service,The online application process has been down for three months.  I have to drive to the storefront in order to apply for the loan.   I keep getting calls from Advance America telling me that they are working on the online process.  I believe that Advance America is not wanting me to apply online and to only visit the store.  Strange.,2
The representatives at the Carrollton…,"Even though I followed all the steps, I still haven't received the money.",1
Took way too long for transactions to…,"You guys closed the branch off on orange ave yet kept this one, this branch has a horrible staff and the office is so outdated I don't know what's worse no a.c or the old ass dinosaur t.v you guys have in there.",2
This company is not what they say they…,They did a great job. They got the funds to me when I needed it the most.,1
Awful I needed the money on Saturday I…,"Was not told the real story of how a title loan worked, was not told  that money was going to be held to pay dmv, in resulting in not receiving the cash you were counting on.NOTHING WAS EXPLAINED BEFORE HAND and before sitting for 45 min was waisted",1
I recently took out a cash loan for 300…,"I was approved, funds sent to my account, my bank thought it was fraud so denied the funds my bank gave me a security code attached to my account number to allow the deposit. Advance America then denied my loan and won't allow me to update the banking information. Very frustrating.  I can see why my bank denied them",2
I applied and requested an in store…,It's really a shame how much interest u all charge. I appreciate being able to get a loan during this crisis but it's such a rip off.  It really should be against the law. 😞SMH,1
Terrible place,"Chat rep kept disconnecting without answering my question, and when I called customer service they said they couldn’t help me. Have to do it online. Useless.",1
Difficult for difficultly sake.,It’s the worst experience I will never recommend you. I was approved Friday before 1030 deadline eastern time was told by 2 different representative I would get my funds by end of the day. I never received called Saturday was told by 3rd person will not be available till Monday. Then to top it off I’m suppose to pay back that same week worst service I received. I needed those funds on weekend what good do I need it now.,2
WEBSITE DOESNT WORK,Wanted to pay off my payday loan but was told I had to wait 10 days to pay it off! Don’t understand why I have to wait! No other payday company does that. It’s a ridiculous policy! The payday loan is due on the 23rd which is less than 10 days! I want to pay it now but now I have to wait. Frustrating!,1
My first time applying for a loan…,"As if  you do not charge enough already, you went up on your fees. A great time to break the habit .",2
Never do an online loan through Advance America,I have put out many complaints about the Alexander city branch yet I still find that the head manager there is still working. It is against the law to discuss people's loans outside of the BUISNESS but yet it's still being done. That's ok I will sue the entire company and by then maybe y'all will know how to do your jobs right.,2
When i call to get help im on hold for…,Did not work to get more time to pay than the weekly payback too early to pay back the loan!,1
I thought was ok but they will tell you…,I kept trying to call the customer service number and it kept me on hold way longer than it kept saying,1
Really dissatisfied,"I would say that your service at this time  at Advance America is absolutely amazing. Customers are treated with the utmost respect from  the time they enter until they leave this place of business with a warm gracious,professional smile.",1
Recieved notice o was approved and…,I tried to call corporate I have something I need to  fix on my loan and cannot fix it. I never received it and they told me to call corporate. On hold for 2 days and also joined callback list. Nothing,1
The woman  that did my loan had attitude,"Yes, there’s been a couple of mistakes and problems that we’re not exactly handled the best. The first problem was I called the customer assistance number to get onto a government payment plan for my online loan. After being on hold for 51 MINUTES  I was finally disconnected. And this is since I gave up and just really long which cost me a extra $30-$40. Next, was a mistake made by a customer assistance operator. I called in to once again get on a payment plan (I couldn’t make it to the store) this time for my in-store loan.  I had just taken out an online loan about 2 to 3 hours earlier. I talk to the customer care assistant and they said they could put it on a payment plan no problem. Come to find out they put the loan I just taken out three hours ago on a payment plan and my other loan was still due. So fast forward two weeks later and I’m in the store to pay back and re-loan and I’m told that I’m not eligible. I called customer care and was told I had to clear it up with a agency in Michigan. I called the agency up and they said they have no way of taking me off a payment plan and I need to call back to advance America. I was able to get on with a different customer care specialist and they were able to solve the problem. Unfortunately, this took me over an hour to get cleared up. So you might ask why after all these problems didn’t i file complaint before. I understand in these times businesses are having trouble running as efficiently as they would like. But you did send me an email asking for my feedback, so I’m providing it. I hope that not only for your business but for all the other businesses that are struggling things get better.",2
Associate very RUDE,I wanted to cancel my loan before it funded.  First I tried holding for over an hour and no one ever answers.  Then I tried requesting the call back.  No one ever calls you back.  Then I tried chatting.  No representative was available.  Then I tried emailing.  No one has answered me yet.  I logged in after the funding came through hoping to pay off the loan.  Guess what?  No option to make payments online.  All around awful AWFUL non-existent customer service.,1
Excellent service,I've done business with the office on Rainbow for years. I've never late with a payment. Because I questioned getting a courtesy call my customer experience was the worst I have EVER had. Once this loan is paid I will have to find another service to use.,2
Paid on time online and still unable to…,It was so easy to make a payment but getting a loan was a nightmare. Took 4 days I believe.,1
Worst experience ever,"No money, gave us checks, our bank was going to hold for 10 days, sent us to two of their banks (Bancorp South), which would not cash them, had to go to Dodge’s store to get cashed, which cost us $30.00.  Your employee sent us to both banks and then told us we would have to go to Walmart or Dodge’s where they cash checks to get them cashed.  We even asked her if she could give us cash the next day and she said probably not.  We needed this money and we are on a limited budget and cannot afford to be paying out extra money to cash these checks.  We are great customers but may not be using you again.",1
"If you're in a pinch, they're here. Massive interest rates, but they *are* here.",I called Customer Service over an hour ago regarding my upcoming payment and I am still on hold. The recording started with a wait time of 12 minutes and has been incrementing ever since to 20 minutes. Yet I continue to wait. I have experienced long wait times before but never like this.,2
Big Mistake,The people are rude and customer service is very rude after I pay off this loan I will never use advance America again and I will tell all my friends never to use advance America at all,2
Didn't help me out at all wasted time…,"Ive given 5 star reviews before to advance America, but this time I don’t think I’ll be going back. I used the new online option to request a payday loan. All went well, all information verified, and all contracts signed money is ready for pick up within the hour! Great! No. I get to the store, go up, tell her I did the online loan and got an email to come pick up the cash or check. The lady looks at me and says “what, what online thing? I’ve never heard of this, oh great just what I wanted to do on a Friday morning. Hold on let me call my boss because I don’t know how to do this stuff. Give me your I’d” I give her my ID and copy of the email and loan number from online. After waiting about 10 minutes she says she finds it. Hangs up with her boss, and then says she doesn’t have an option to give cash. So I say ok, a check is fine like I do every other time. She says well then I need your bank information. I said uh ok.. it’s in system? I come here a lot, and I verified it online last night with the loan app. She says “well I still need verification” so I give her my account and routing number. “Well it says it doesn’t work, and it’s not letting me click on verify”. This is now going on being in the store for 35 minutes.  She then tells me that she’s going to have to cancel and do everything over again manually so I need to print out all my documents I had submitted online and bring them to the store. I said forget it. I had to get going, and tried using the online tool because of “how much faster and convenient” it was to do online. She says, “ well why’d I just waste all that time trying to get it to work!” I just smiled and politely said so much for that being a faster process. And walked out. The online tool says that if you do not pick up your money by closing time 2 days after you sign the documents then your loan will be cancelled. Well 3 days later I get an email reminding me of my payback date for the money I never received! Now, no one can explain to me what happened and I still show an open account. The only reason I gave two stars instead of 1 is because I like the idea of Advance America in general and had never had a bad experience until now. But it made enough of an impact for me to not want to go back.",1
I have a good paying job and when I got…,Requested the money on Fri- needed no later than sat- didn't receive until monday- too little too late,1
Horrible Customer Service,Your interest rate is ridiculous and through the roof You take advantage of people that need money they have no other choice but to go to you are no better then a lone shark,1
I sign up for a payday loan and you…,I left a loan Application couple days ago and email and nobody had responded back to me about my loan,1
Changed due date after signing all…,"After presenting my paycheck of net 1800 , the system only qualified me for $100. It was laughable. Is it possible for such a paycheck to default your loans. My first and last attempt.",1
Ive been with Cash advance America for…,"On August 2nd or maybe on the 4th I started an application for a loan but I never finished it because I decided against it. However, about 2 weeks later Advance America withdrew $575.00 from my bank account by ACH. I never wanted the loan and I want my money back!How do we make this refund take place?Respectfully,Wayne Flynn",1
I like going into the office more they…,"Love the ease of use, however would like the repayment done to a subsequent pay period. This was removed. Not sure why.",2
Advance America is the best nice peoples thanks,no coordination between store and website services. store didnt even have cash to give me when I came for my cash pickup after my online loan was approved. this resulted in a lot of difficulty for me as I could not get a cash loan until the end of the weekend.,2
The online application process has been down for three months!,I go to advance America for payday loans it’s quick it’s easy Thank you.,1
No money,The people at the store are extremely rude in person and worst over the phone. I’d rather get evicted from my home than borrow from you to help cover the rent. Disappointed!!!,1
You guys closed the branch off on…,I am stuck in your never ending circle with no way out! I'm sorry I ever got involved with Advance America!!!!,1
They did a great job,I CAME INTO THE OFFICE TO PAY OFF MY LOAN  MAKING THE PAYOUT USING MY DEBIT CARD. THE SYSTEM KEPT DENYING THE TRANSACTION I HAD USED SEVERAL CARDS. I HAD TO LEAVE OUT AND GO TO A NEAR BY 7-11 TO USE THE ATM MACHINE AND PAY EXTRA FEES. THE WHOLE ENCOUNTERMENT WAS  A VERY INCONVIENCE TO ME AND I HAS NOT HAPPY.,1
Great as always,Same day is bologna! The process is ridiculous. They send multiple emails requesting 2 things. Then another email requesting 2 more different things. Then another email requesting another documents. Why not ONE email with ALL the list. So here I am on my 3rd day. Told her to cancel it because this process is dumb.,2
Was not told the real story of how a…,"I usually would give 5 star's but my last encounter was terrible. A certain person sent me from the Richland store to the whiskey rd store and I was very dissatisfied. She don't know her name was unprofessional, disrespectful, and had a attitude problem.",1
I was approved,Very rude discriminating  don't like for her to wait on me at all but no choice at Toledo location on Laskey rd,2
It's really a shame how much interest u…,Staff were very professional and helpful I would recommend to anyone,1
Chat rep kept disconnecting without…,So I go into the warrens burg store to make a payment on a payday loan on 8/19/2021 I make a payment of a 120.00 and on 8/20/2021 you take 475.00 out of my bank account I even asked the lady if the next payment was due on 9/2/201 and she tells me yes only to find put you took the $475.00 out of my bank account the very next day and now I can not make my car payment. I will not be referring anybody to you I am so mad and unhappy with you now I will never do a payday loan with you people again this is the second time this has happened to me. As far as the installment loans your golden.,1
It’s the worst experience I will never…,I was sent a response to my loan application and when I reached out to them it was no answer at first and then he called me back and was yawning repeatedly and I ask him a few questions and he hung up on me very unprofessional and made me feel uneasy he was very rude,1
So annoying,Took and a very long time to get approved and by the time. I was approved the emergent need had passed. Next time I will go into a paycheck loan facility.,1
Frustrating,When I went to website to do the application the application says 6 payments when I had a question I called you two or three number and I also requested a call back and I never got it. I wish you a local store in a local store said is three payments last night on which website is like last different resin left size door one another differently from the other and I don't like somebody from management or higher up to call me and explain to me how this happen and I never got a call back when I requested it,1
As if  you do not charge enough…,Print the first review that should give you a to you again the people at the site were awesome but because I wouldn't take four little dollars in cash in the rest on the card and time was limited went to an ATM nearby it wouldn't let me do it because it was a crap ATM and I knew I was going to make it to my bank y'all need to get a better way but because of what y'all done to me well I'm never going back to y'all and now I'll probably going to jail but I'm not going to let that happen so I'm probably going to have to buy the farm and I guess I'm going to have to do that myself kick the old bucket because I'm tired of starting over because of companies like you and PayPal when I never had to come to you guys are PayPal I want to kelp my paycheck and put me in a 45 dispute so I gave me y'all to catch up and now I'm even more behind because of four little dollars in cash did you want to take so I will not go to jail never been never will go so I rather kick the bucket but you'll get your money the people are great though the corporate sucks me buying the farm stays on your mind forever that you ended something that I was trying to build and made me completely give up for four little dollars you couldn't take in hand hey maybe my family take action on this towards you since I'm not going to be able to,2
I have put out many complaints about…,"This was the baddest I've ever dealt with, please don't send anything to my house again.... thanks for nothing",1
You're doing great.,"Awful website.  I have been trying for two months to log online and all I get is a constant loading sign.  I reported this concern several times but to no avail.  Now, I have to go into the store and apply for the loan.",2
I never got the money,"Everything went very smoothly,  but stupid me, didn’t read entire thing, I didn’t realize the entire 300 would b due on sept 3, I really need to make payment, just like the rest of the world I’ve been struggling trying to keep my head above water,,  can someone pls let me know if it’s possible to make payments on this loan ty Susan",1
Did not work to get more time to pay…,It is so easy to take care of business.  I love it,1
Bad business,inflation interest rate are to high for a small loan think about it.,1
Never return or answer call,They told me that I was approved then said I wasn’t,1
I kept trying to call the customer…,I haven’t received my loan I got an email saying I was approved but hasn’t been deposited to my account……,1
I would say that your service at this…,They lied about payment after I was told a different pay time period she told me I would pay every 28days then turned around and said every 2weeks after the check was cashed on Frankford 2 females a white and black one then said they just started working there,1
I tried to call corporate I have…,"I recently went in to get a loan. I’d recently borrowed and had old documentation uploaded to my account. I Thought that some might be out of date so I uploaded new pay records to my profile online. I went in to the store and the rep told me that she needed new documentation and I advised that I uploaded new paperwork. She told me that the “online department” is totally different from in store and they do not have access to see what is online and vice versa. This caused her to have to fill out a hand written form and me to have to pull up all of the information on my phone while in store. The hand written form was then uploaded online. Just not sure why the option is there to help with convenience, but then not recognized in store. Especially with COVID, passing my phone back and forth was not an ideal situation.",1
Honest opinion,Unhelpful and quite frankly disappointing,2
"I received a late notice ,paid 9/3",I've been using my local store for years and never had a problem until now. My payday advance was processed using my bank debit card to deposit funds in my bank account. I went out to my car and while still in their parking lot tried to make an online debit card purchase but funds were not yet available. No problem I went to bank to pull funds from ATM. The next day I saw bank charged NSF fee. Funds from Advance America were never deposited. I called the local store 2x's but reached corporate without reporting. Later that day I talked to local store was asked to come in. The lady that processed my advance wasn't there. I was told my transaction was processed as cash and given the transaction amount in cash. I said my debit card was swiped for the transaction and I need the $35 NSF fee refunded. She reiterated it was processed as cash and no refund made. I didn't get an apology either. I'm on SS and I need the $35 refunded AND AN APOLOGY.,2
I wanted to cancel my loan before it…,10 yrs of on time payments and new management thinks taking two extra days to get monies by seizing it from bank one day early are somehow beneficial to company ! Promise it are not and will be proven to be incorrect time after time !,1
Time to move on,"The location I used ran out of cash, that's absolutely unacceptable! I had the choice of using a check to cash at my bank the next day, or getting a damn Netspend card. I had no choice but to get the debit card and I did not get to use the full $445 because of their fricking fees! This was wrong Advance America! You owe some type of refund on the fees I had to pay to use the dsmn debit card!",1
It was so easy to make a payment but…,"I was promised a call back from a supervisor, have not recieved any call. I have tried to call, or start another chat but the wait time gets longer  and longer while I'm in que. If I press 2 to call me back, no phone call. I feel like you think I will go away. Hopefully on Monday I can take this higher up. I need answers!",2
No money,"The communication process isn't always clear. Some things were sent in the mail about payments but not my email and vice versa. Waiting period to hear back from an employee was longer than expected. Sometimes phone calls were received but the caller id didn't show and no voicemails were made, but if its policy to not leave a voicemail is understandable.",1
Slow on responding,This company doesn’t care about the customer. I had a loan due August 4th. I paid it off June 30th. Renewed my loan and I got confirmation that it was accepted and my loan was due to be paid on 8/15/21. August 4th they deduct my account. I’m overdrawn because of there mistake and they won’t help. Th excuse is the system I set up that way but if we were late the system would work fine. This company is horrible and I won’t recommend it to anyone. Then I get a response that someone will contact me back and no call. Just like I said a horrible company. Do not use this lender.,1
I called Customer Service over an hour…,"Taking money out of my account without even calling me first is not very professional. My entire paycheck was taken from me the day I got it, WITHOUT contacting me.",1
The people are rude and customer…,"I came in for a Title Loan and because the lady didn't know how to do her job, I left with a Payday Loan! As we were doing my title loan, an older lady came in to pay on her loan and your employee put the payment on my paid off loan from 2020. So the customer had to come back when she realized the receipt was not in her name. So your employee had to do a hand written receipt for her & then couldn't figure out how to take that payment off my paid account so after 2 hours I had to leave with a Payday Loan!! This lady was very unprofessional and basically said there was nothing she could do until the computer fixed her mistake!!",1
Ive given 5 star reviews before to…,u send me a email on aloan go to store say iowa people cant ? i emailed in and havent heard a word back ? what u dont care of ur iowa customers ?,2
Requested the money on Fri- needed no…,"On July 28, 2021 I went to advance America to get $250 loan. After the lady did my application she opened her drawer to get my money and said that she was short of cash but she could do a deposit directly to my account. I said no I need the money right now I think the bank will hold The check for 10 days before depositing it.  The lady said no it’s a direct posit it will be there in five minutes. I said ok but it Hass to go in in five minutes because I have to have the money today. When I went to the bank there had been no deposit I went the second time to the bank there was still no deposit I went back to Advance America and the lady told me that yes it has been deposited I told her I had just come from the bank and there was no money in my account. She told me she couldn’t help me I ask for a phone number for someone that could help me she told me she could not give me that phone number because it was a cell phone. It’s now August 2 and there are still no deposit in my account. I think this is so wrong and I think it should be illegal for your employee to tell me it would be there in five minutes and when it did not go she still couldn’t help me. I have done business here before but this is been the biggest nightmare ever!! It just shows me that advance America does not care anything about a client.  I think this direct deposit is fraud and now I’m in a worse shape than I was in when I went to get the check advance in the beginning. Word of mouth is the best advertisement but it’s also the worst advertisement for a business! I will never ever go back to advance America and anybody that asked me I will tell them the same thing.",1
Your interest rate is ridiculous and…,Your refer a friend program is a joke. Some sort of scam. When the store manager put my info in my phone for me twice and now she says it's to late. I was looking at my loan documents online and my info is different than the store. Store manager says it a programming problem. Not sure how to resolve it.I'm paying my loans off this month and I will not be back or any of my friends.Carl Sink,1
Very good service always helpful,"A week ago , I email you and asked you to block me from your system that I have a gambling problem . It seems to me you don't care as long as you keep making $ 45.00 almost every week.  You even made it easier for me to obtain a loan even during non bussiness hrs. I have currently 4 payday loans pending and I am going to need more time to repay this loan. I know that ultimately it is my responsability and I will pay you. But if I asked you for help, why did you ignore it ? Once I am in a casino I have no control and I will do whatever it takes to get money. I ask for the second time , d I not lend me money anymore. I am getting help for my problem , please do not contribute to my problem. If speedy cash did it so can you. Thabk you.",2
not enough cash,"I have had great response and respect for your company before.I have had several loans and had paid back no problem.after I moved from Wyoming to Dallas i needed a loan again after severalyears I up dated information as requested and after talking with the rep they said yes you have done everything needed so I applied for the loan again and i asked whets the loan amount i can expect to get she told me $1,800.ok great thank you update my information. only to find out i can only get $700.00the next day MORE INFORMATION NEEDED, I again spoke with someone and told me i was good  okay so I fill out that.next day MORE INFORMATION NEEDED.so iI complete all of that and was supposed to be good to go.then the day i was supposed to get the loan computers go down and I can't get the loan until Wednesday ! well my bank was supposed to get the funds I needed to avoid some service charges and bam i get those services charges hit me at the tune of $240.00 well the 700.00 dollar loan was gone in a flash due to fees and didn't cover what It was  supposed to.my fault for not attending to my own checking account but i wasn't expecting a hit from a company that took money from my account, thus the reason I needed your services.  your company should have been more informative and honest about what was needed in the beginning and  should have been more attentive to the paper work needed in the beginning. not happy with the end result at all but this will probably fall on deaf ears anyway.i do appreciate the loan but not the run around and Inefficiencies that the way this was handled.",2
I left a loan Application couple days…,I received my fist payment on the 26th of the month and i requested a monthly installment plan for the loan. But your excepting the payment back in 7day on the 3rd of the following. When I CALLED to extend the due date the wait time hold was 30 minutes and you had no resolution to extend the day i was told to go delinquent instead.,1
After presenting my paycheck of net…,"Getting the money is fast and easy.  However, Advance America knows that I get paid every other Friday.  Last loan they took the money the day before payday and the next loan they are taking a day early too.  I have tried to call and chat with them for days and cannot get through, one time was on the recording for over an hour.",2
Advance America withdrew $575.00 from my bank account for a loan I did not ask for. I started an application but never finished it because I thought better of it. I'm having a hard time reaching AA,Everything started out great after I have done business with this company 3 times for a payday loan. I applied recently several times and kept getting denied even after my payments were made in full and on time. I don't know what the issue was or is but I will never business with them again.,1
Love the ease of use,When their system messes up your payment it is considered your fault. Customer service through the phone is useless and extremely unprofessional. I have never had a issue with my card working and I’ve been pushed through to multiple people running my account and then was told I did it too many times and their system has a error but I’d have to “figure it out”. This is a joke. I have used them for 2 and a half years and have never been treated as poorly as today. Horrible.,2
no coordination between store and…,Tried getting help by talking to a customer representative and one hour waiting no one still answered. Very bad service.,1
I go to advance America for payday…,Everytime I use the online services for a payday loan the system enters the pay date the day before my payday and the customer service line closes before I get off work. This time due to long wait times I was unable to reach someone and I know am going to be charged a $30 overdraft fee by my bank. I'm not using advance america again.,2
The people at the store are extremely…,"Every time I try to use the online loan process, I have to wait for 2 days, and then I have to cancel the loan and go into the store. The nearest store is 30 miles away so this is a major inconvenience. I even input my debit card for a quicker deposit turnaround. However, when you are taking payment from me, it comes out of my account immediately. Debra, in the Shelbyville Indiana office, is the nicest person you have working for your company. She is the only one who ever goes out of her way to help the customer.",1
I am stuck in your never ending circle…,THE FIRST TIME I EVER GOT A LOAN I CAME IN WAS A GREAT EXPERIENCE. THE 2ND VISIT WAS HORRIBLE UNPROFESSIONAL AND THE LADY THAT ASSISTED ME I CANT EVEN SAY HELP WAS VERY UNSURE OF WHAT SHE WAS DOING AND I DEFINITELY WAS TOLD INFORMATION TOY DIFFEREBT FRON THE FIRST LADY. I REALLY JUST WANTED TO LEAVE HOWEVER I GOT ANOTHER LOAN I WILL PAY IT FRIDAY BUT I WONT VISIT THIS LOCATION AGAIN. HOWEVER THE VERY FIRST TIME I LEFT I THINK HER NAME WAS TASGA A EXCELLENT REVIEW. TO BAD ALL YOUR EMPLOYEES ARENT LIKE HER.,1
I CAME INTO THE OFFICE TO PAY OFF MY…,"I never received my loan, I haven't been able to talk to someone about it. I have a feeling that I would pay off a loan I never received.",1
Same Day is Bologna,I haven't yet received  my ach deposit.  Too long for customer service.  Over 2 hrs.,1
I usually would give 5 star's but my…,One of the female receptionist in the 500 Mark branch location seemed BIAS- I asked if she had a fax number she replied NO. But of course we know that not true. I notice she was warm to other customers. I just didn’t appreciate her energy. Please Fix It!,1
Very rude discriminating,They're getting people hit with  false  charges. An my husband is being  framed!!!,1
Staff were very professional and…,Can never get anyone on the phone. Always put on hold for at least 2nd and disconnected,2
So I go into the warrens burg store to…,I enjoy advance America but recently you have moved employees around and some that has been at the blanding Blvd store aren't very nice on the 14th I went to that store i was there at 10:00 am the woman came went inside turned off the alarm i assume then she came back outside got in her car started smoking and on the phone I waited about 10 minutes and decided to go see if it was open the she told me it wasn't going to open until later on so I left and came back in 1 hour and it was finally open I don't want to keep going on there was a couple more times me and my wife had problems at that store I'm  sorry but someone should be checking on these employees . The man that was working there was the best.,2
I was sent a response to my loan…,The last two months I have done my loan or tried to do in my loan as far as renewing it on the app website and both months I have had pure HELL I am not happy I am very dissatisfied has nothing to do with the storm deridder because they have been as helpful as they can be it has to do with how you’re running things I don’t like the new system and I’m very disappointed,1
Took and a very long time to get…,The computers were down for a long time and 4 or 5 of us had to wait for almost a hour before getting service.  The two ladied behind the counter seamed to not know how to handle transactions.,2
When I went to website to do the…,The clerk that I applied the  loan with which was also the manager not only was she rude and disrespect full but she also falsified information she entered in order for me not to recieve a loan I didn't know she had authority to how much amount I could receive. And had the power to enter information regarding my loan altered to the way she wanted this is the worst place to get a loan I am attempting to contact a attorney as we speak because I know what she did was completely illegal,1
Print the first review that should give…,"Would literally never loan here again if I had to. I’ve been a customer for several years, and I’ve only had a few minor hiccups before, the last time I loaned was an absolute nightmare. They ACH my payment and it took over a week for my loan to clear, even though the money came out of my bank account immediately, I could not re-loan. All of my money was then tied up. The absolute worst customer service when I called to try and fix it.",1
This was the baddest I've ever dealt…,$300 is not enough money at 34% and is not worth my time.  I would definitely not recommend borrowing such a small amount only to end up paying back twice the amount that you borrowed.  Save up an emergency fund and make a budget.  Peace.,1
Awful website that won’t allow you to log on.,You guys perform well during customer service,1
Everything went very smoothly,Very poor online and in store service.   Also I don't have time to sit on hold for another 2hrs last time I called the 1800 number.. I'll tell the storey here..I applied for a at 4am didn't hear anything by 8am so I sent few emails to customer service asking how I would know if I needed to do anything else so it would be processed same day to my bank. So after numerous emails and live chat no response til after the cut off for same day processing. They informed me that only was to get it same day was in-store so I canceled my online application and when to store (20 miles away) Upon arrival 2 employees was standing by door smoking no biggie. I explain to ladies assisting me as soon as they greeted me that i just canceled my online loan because i couldn't get money same day and neither one said a word...so i do my application everything goes fine until they ask how I want my money lol I'm like cash haha they are like sorry we only have $20 in our drawer but we can give you a prepaid card haha so needless to say I canceled that loan also 😅,2
It is so easy to take care of business,Customer service could have been a little more professional. If I didn't really need the cash I probably would have left.,1
inflation interest rate are to high for…,Always have trouble with the 2 week loan  only gives me 1 week very inconvenient  I have to call and get this straightened out . Then your on hold forever,2
They told me that I was approved then…,Customer service doesn’t answer your calls or call you back!,1
I haven’t received my loan I got an…,Misunderstanding with NetSpend about a deposit received completing an utter courtesy from my main office everything was kosher through there love the service service was great,1
They lied about payment after I was…,Applied for a loan got approved then after waiting a week to receive funds. Was told that my loan was defaulted. Not sure why. But the lender approved and never once communicated why they changed their minds.,1
Online Doc Upload,It was impossible to get the testing supplies on time there was always some sort of delay and so we decided to go with the regular pharmacy instead of keep doing business with Advanced Diabetes,2
Unhelpful and quite frankly…,"on July 3rd I came in for a loan. She set it up and  at the end I asked what dayit was to be payed on. she said 29th of each month. I am on a fixed income and I came in on the 3rd to make sure it would be taken out on this day. After all paperwork was done then she told me it would be taken out then.. You can bet I will not being doing loans with you again. I was told if I had a problem with it take it up with office and she then gave me a number and toke it up with them. If it is taken out of my account before 3rd it will cost me $45, over draft fee. Thank you.",1
I've been using my local store for…,"Advance America has help me over the years to meet my financial obligations. The staff are friendly and know exactly who you are, with or without a mask. Voice recognition?     Thanks Advance America!",1
10 yrs of on time payments and new…,"Don’t like the new loan system, bring back the payday.  You borrow 500 dollars and it’s 189 dollars a month for 6 months, don’t think so.  Stop robbing the poor!",1
The location I used ran out of cash,Your manager is very helpful and polite wonderful customer service,1
I was promised a call back from a…,"Trying to get a loan online here was a nightmare.   I did everything right but still didn't get the loan even though I was qualified to do so.   I ended up calling them to see what was wrong and the woman was very nice, however, told me that I not only had to send in my bank statement and ID photo but also photos of the back of the ID plus a photo of me holding the ID.   These steps were not listed in the instructions and I didn't find out about them until I called.   I went to the store itself and got the loan within minutes instead of waiting for a week.   I will only go to the store and never online again.    I gave one star for this website but 5+ for the lady at the store.",1
Review,"I went online 07/01/21 and paid my loan out,and when I tried to borrow $350 again,Your system locked up on me.I waited an hour hoping it would free up.I had to go to local store to get my loan done.It was very disappointing to me that  ya’ll didn’t have your system ready to go.So I can’t give you a five star.Your online system didn’t work for me,but it took my $405.00 without any problem at all😩😩😩",2
This company doesn’t care about the customer,"The process is normally simple and very easy but on the day I went to the Nelson Road store in Lake Charles,La the young lady had a very very very very very very nasty attitude.I asked her are you having a bad day maam, and she said YES .Well young lady its not my fault, so please don’t take this nasty attitude out on me.You think I want this title loan ??? NO but I need it, just like you need people like myself business !!!!!!!!!!!!!!",1
